2478757323223235848	2478818200089716678	10001	PRIMARY	ON_RAMP	57.71442167	11.94649672	7.577543841
2478818200089716678	2478838244702095467	10002	MOTORWAY	NONE	57.71452642	11.9466691	8.710429708
2478818200089716678	2478838244702095467	10003	MOTORWAY	NONE	57.71462183	11.94683997	7.825211438
2478818200089716678	2478838244702095467	10004	MOTORWAY	NONE	57.71471733	11.94701096	6.438914292
2478818200089716678	2478838244702095467	10005	MOTORWAY	NONE	57.71482005	11.94719489	5.108964817
2478818200089716678	2478838244702095467	10006	MOTORWAY	NONE	57.71492264	11.94737859	5.204107616
2478838244702095467	2478862244979355441	10007	MOTORWAY	NONE	57.71502417	11.94755882	5.347326289
2478838244702095467	2478862244979355441	10008	MOTORWAY	NONE	57.71512715	11.94774102	5.104270751
2478838244702095467	2478862244979355441	10009	MOTORWAY	NONE	57.71522764	11.94791882	5.292110099
2478838244702095467	2478862244979355441	10010	MOTORWAY	NONE	57.71532709	11.94809616	5.311229514
2478838244702095467	2478862244979355441	10011	MOTORWAY	NONE	57.71542484	11.94827047	5.24413833
2478838244702095467	2478862244979355441	10012	MOTORWAY	NONE	57.7155092	11.9484209	6.085267012
2478862244979355441	2478862803325104153	10013	MOTORWAY	NONE	57.7155222	11.9484441	13.54099014
2478862803325104153	2478948526577400603	10013	MOTORWAY	NONE	57.71560158	11.94858565	5.868321535
2478862803325104153	2478948526577400603	10014	MOTORWAY	NONE	57.71570306	11.94876661	6.28928283
2478862803325104153	2478948526577400603	10015	MOTORWAY	NONE	57.71580149	11.94894214	6.711782231
2478862803325104153	2478948526577400603	10016	MOTORWAY	NONE	57.71590159	11.94912064	7.018960345
2478862803325104153	2478948526577400603	10017	MOTORWAY	NONE	57.71600361	11.94930256	6.7695474
2478862803325104153	2478948526577400603	10018	MOTORWAY	NONE	57.71610464	11.94948273	7.395675264
2478862803325104153	2478948526577400603	10019	MOTORWAY	NONE	57.71620536	11.94966233	6.514474704
2478862803325104153	2478948526577400603	10020	MOTORWAY	NONE	57.71630756	11.94984456	6.330802975
2478862803325104153	2478948526577400603	10021	MOTORWAY	NONE	57.71641021	11.95002762	6.490307191
2478862803325104153	2478948526577400603	10022	MOTORWAY	NONE	57.71651285	11.95021065	6.378406584
2478862803325104153	2478948526577400603	10023	MOTORWAY	NONE	57.71661724	11.9503968	6.010617305
2478862803325104153	2478948526577400603	10024	MOTORWAY	NONE	57.71671963	11.95057939	6.866248686
2478862803325104153	2478948526577400603	10025	MOTORWAY	NONE	57.7168241	11.95076567	6.723798094
2478862803325104153	2478948526577400603	10026	MOTORWAY	NONE	57.71692776	11.95095053	5.019407252
2478862803325104153	2478948526577400603	10027	MOTORWAY	NONE	57.71703215	11.95113668	4.651545554
2478862803325104153	2478948526577400603	10028	MOTORWAY	NONE	57.71713743	11.95132441	4.427181696
2478862803325104153	2478948526577400603	10029	MOTORWAY	NONE	57.71724139	11.95150979	4.2591072
2478862803325104153	2478948526577400603	10030	MOTORWAY	NONE	57.71734579	11.95169597	4.162726102
2478862803325104153	2478948526577400603	10031	MOTORWAY	NONE	57.71744844	11.95187883	4.059053087
2478948526577400603	2478953753552601998	10032	MOTORWAY	NONE	57.71755256	11.95206394	4.185980139
2478948526577400603	2478953753552601998	10033	MOTORWAY	NONE	57.7176398	11.952219	5.112390475
2478953753552601998	2478972020048519447	10034	MOTORWAY	NONE	57.71775989	11.95243249	3.484900544
2478953753552601998	2478972020048519447	10035	MOTORWAY	NONE	57.71786311	11.952616	3.197342701
2478953753552601998	2478972020048519447	10036	MOTORWAY	NONE	57.71796545	11.95279795	3.037518483
2478953753552601998	2478972020048519447	10037	MOTORWAY	NONE	57.7180651	11.9529751	3.212188414
2478972020048519447	2478982126106570655	10038	MOTORWAY	NONE	57.71817097	11.95314248	2.982141534
2478972020048519447	2478982126106570655	10039	MOTORWAY	NONE	57.71827977	11.95331448	1.509162009
2478982126106570655	2478983878453228209	10040	MOTORWAY	NONE	57.7183412	11.9534257	5.970690344
2478983878453228209	2478991587919526837	10040	MOTORWAY	NONE	57.71838426	11.95348078	1.396202935
2478983878453228209	2478991587919526837	10041	MOTORWAY	NONE	57.71848992	11.95361631	3.070743486
2478991587919526837	2479051043151820394	10042	MOTORWAY	NONE	57.71860402	11.95376369	2.479926825
2478991587919526837	2479051043151820394	10043	MOTORWAY	NONE	57.71871868	11.95391123	2.295708026
2478991587919526837	2479051043151820394	10044	MOTORWAY	NONE	57.71883812	11.95404014	2.815861517
