2478705491558157719	2478680108301421855	10001	SECONDARY	NONE	57.71170022	11.96841511	0.70001724
2478705491558157719	2478680108301421855	10002	SECONDARY	NONE	57.71165673	11.96829365	0.678381795
2478705491558157719	2478680108301421855	10003	SECONDARY	NONE	57.71161447	11.96817563	0.822177722
2478705491558157719	2478680108301421855	10004	SECONDARY	NONE	57.71157231	11.96805791	0.756762754
2478705491558157719	2478680108301421855	10005	SECONDARY	NONE	57.71153109	11.96794279	0.592371445
2478705491558157719	2478680108301421855	10006	SECONDARY	NONE	57.71149295	11.96783629	0.395617619
2478705491558157719	2478680108301421855	10007	SECONDARY	NONE	57.71145698	11.96773585	0.265695656
2478705491558157719	2478680108301421855	10008	SECONDARY	NONE	57.71142091	11.9676351	0.344892403
2478705491558157719	2478680108301421855	10009	SECONDARY	NONE	57.71138628	11.9675384	0.171190732
2478705491558157719	2478680108301421855	10010	SECONDARY	NONE	57.71135206	11.96744284	0.0525602
2478705491558157719	2478680108301421855	10011	SECONDARY	NONE	57.71132031	11.96735418	0.265044348
2478705491558157719	2478680108301421855	10012	SECONDARY	NONE	57.71128692	11.96726093	0.256807464
2478680108301421855	2478677204903527826	10013	TERTIARY	NONE	57.7112545	11.96716948	0.599312393
2478680108301421855	2478677204903527826	10014	TERTIARY	NONE	57.7112242	11.96708281	0.780074053
2478677204903527826	2478662297072032058	10015	TERTIARY	NONE	57.71119266	11.96699512	0.82694399
2478677204903527826	2478662297072032058	10016	TERTIARY	NONE	57.71115633	11.96690428	0.680568667
2478677204903527826	2478662297072032058	10017	TERTIARY	NONE	57.71111551	11.96681392	0.559852964
2478677204903527826	2478662297072032058	10018	TERTIARY	NONE	57.71107195	11.96672089	0.800108124
2478677204903527826	2478662297072032058	10019	TERTIARY	NONE	57.71102679	11.96662905	0.522506728
2478677204903527826	2478662297072032058	10020	TERTIARY	NONE	57.71098679	11.96653394	0.427569178
2478677204903527826	2478662297072032058	10021	TERTIARY	NONE	57.71095739	11.96642641	0.509673265
2478677204903527826	2478662297072032058	10022	TERTIARY	NONE	57.71093709	11.96632526	0.343729397
2478677204903527826	2478662297072032058	10023	TERTIARY	NONE	57.71092141	11.96624238	0.423827097
2478677204903527826	2478662297072032058	10024	TERTIARY	NONE	57.71090816	11.96617233	0.414197537
2478677204903527826	2478662297072032058	10025	TERTIARY	NONE	57.71089789	11.96611806	0.248577343
2478677204903527826	2478662297072032058	10026	TERTIARY	NONE	57.71088802	11.9660657	0.430169614
2478677204903527826	2478662297072032058	10027	TERTIARY	NONE	57.71087757	11.96600932	0.482461029
2478677204903527826	2478662297072032058	10028	TERTIARY	NONE	57.71086685	11.96595146	0.56721114
2478677204903527826	2478662297072032058	10029	TERTIARY	NONE	57.71085751	11.96590103	0.48960934
2478662297072032058	2478651589718547501	10030	TERTIARY	NONE	57.71085119	11.96586368	0.440563891
2478662297072032058	2478651589718547501	10031	TERTIARY	NONE	57.71084733	11.96583807	0.30843568
2478662297072032058	2478651589718547501	10032	TERTIARY	NONE	57.71084546	11.96582564	0.139677582
2478662297072032058	2478651589718547501	10033	TERTIARY	NONE	57.71084709	11.96583644	0.048659807
2478662297072032058	2478651589718547501	10034	TERTIARY	NONE	57.71084614	11.96583018	0.325041582
2478662297072032058	2478651589718547501	10035	TERTIARY	NONE	57.71083795	11.9657758	0.919590718
2478662297072032058	2478651589718547501	10036	TERTIARY	NONE	57.71083245	11.96573931	1.247403163
2478662297072032058	2478651589718547501	10037	TERTIARY	NONE	57.71082438	11.96568574	1.663351016
2478662297072032058	2478651589718547501	10038	TERTIARY	NONE	57.71081351	11.96561356	2.140342341
2478662297072032058	2478651589718547501	10039	TERTIARY	NONE	57.71079948	11.9655205	2.44627731
2478662297072032058	2478651589718547501	10040	TERTIARY	NONE	57.71078308	11.96541426	2.28876885
2478662297072032058	2478651589718547501	10041	TERTIARY	NONE	57.71076483	11.96529678	2.106068006
2478662297072032058	2478651589718547501	10042	TERTIARY	NONE	57.71074738	11.96517185	1.791266581
2478662297072032058	2478651589718547501	10043	TERTIARY	NONE	57.71073099	11.96503271	2.012684577
2478662297072032058	2478651589718547501	10044	TERTIARY	NONE	57.71071452	11.96489292	2.415330931
2478662297072032058	2478651589718547501	10045	TERTIARY	NONE	57.71069366	11.96474336	3.312171672
2478662297072032058	2478651589718547501	10046	TERTIARY	NONE	57.71067061	11.96458878	4.693063984
2478662297072032058	2478651589718547501	10047	TERTIARY	NONE	57.71063357	11.96441961	5.293097978
2478651589718547501	2478625459137502851	10048	TERTIARY	NONE	57.71058403	11.96426446	5.339564764
2478651589718547501	2478625459137502851	10049	TERTIARY	NONE	57.71053035	11.96412383	5.063916685
2478651589718547501	2478625459137502851	10050	TERTIARY	NONE	57.71047333	11.96397804	5.119283635
2478651589718547501	2478625459137502851	10051	TERTIARY	NONE	57.71041736	11.96383873	4.890049735
2478651589718547501	2478625459137502851	10052	TERTIARY	NONE	57.71036297	11.96369682	4.745642016
2478651589718547501	2478625459137502851	10053	TERTIARY	NONE	57.7103076	11.96355232	4.694232289
2478651589718547501	2478625459137502851	10054	TERTIARY	NONE	57.71025378	11.96341188	4.399132151
2478651589718547501	2478625459137502851	10055	TERTIARY	NONE	57.71019996	11.96327144	4.103906611
2478651589718547501	2478625459137502851	10056	TERTIARY	NONE	57.71014515	11.96312842	3.901804161
2478651589718547501	2478625459137502851	10057	TERTIARY	NONE	57.7100909	11.96298688	3.548918674
2478651589718547501	2478625459137502851	10058	TERTIARY	NONE	57.71003723	11.96284682	3.045159495
2478625459137502851	2478620627299290960	10059	TERTIARY	NONE	57.70998637	11.96271123	2.609007349
2478625459137502851	2478620627299290960	10060	TERTIARY	NONE	57.70993797	11.96257068	1.938147474
2478625459137502851	2478620627299290960	10061	TERTIARY	NONE	57.70990136	11.96242567	2.59987678
2478620627299290960	2478584236041379705	10062	TERTIARY	NONE	57.70984972	11.96227125	3.050829659
2478620627299290960	2478584236041379705	10063	TERTIARY	NONE	57.70979128	11.96213474	3.036126034
2478620627299290960	2478584236041379705	10064	TERTIARY	NONE	57.70973068	11.96199315	3.187107412
2478620627299290960	2478584236041379705	10065	TERTIARY	NONE	57.70965713	11.96183134	5.052529233
2478620627299290960	2478584236041379705	10066	TERTIARY	NONE	57.7095661	11.96171615	5.165556301
2478620627299290960	2478584236041379705	10067	TERTIARY	NONE	57.70947187	11.96160694	4.988647951
2478620627299290960	2478584236041379705	10068	TERTIARY	NONE	57.7093752	11.96149528	4.988051927
2478620627299290960	2478584236041379705	10069	TERTIARY	NONE	57.70927729	11.96138285	5.136610688
2478620627299290960	2478584236041379705	10070	TERTIARY	NONE	57.70918144	11.96127382	4.953167363
2478620627299290960	2478584236041379705	10071	TERTIARY	NONE	57.70908327	11.96117275	4.311231724
2478584236041379705	2478534221147210824	10072	TERTIARY	NONE	57.70898757	11.96108453	3.4019534
2478584236041379705	2478534221147210824	10073	TERTIARY	NONE	57.70889204	11.96101045	3.164826965
2478584236041379705	2478534221147210824	10074	TERTIARY	NONE	57.70879586	11.96094899	3.295165731
2478584236041379705	2478534221147210824	10075	TERTIARY	NONE	57.7086966	11.96090868	3.296325075
2478584236041379705	2478534221147210824	10076	TERTIARY	NONE	57.70861351	11.96088183	3.017195128
2478584236041379705	2478534221147210824	10077	TERTIARY	NONE	57.70853289	11.96083195	2.800577696
2478584236041379705	2478534221147210824	10078	TERTIARY	NONE	57.70846543	11.96077775	2.768267107
2478584236041379705	2478534221147210824	10079	TERTIARY	NONE	57.70840356	11.96072774	2.687879857
2478584236041379705	2478534221147210824	10080	TERTIARY	NONE	57.70835189	11.96069108	2.687240362
2478584236041379705	2478534221147210824	10081	TERTIARY	NONE	57.70830664	11.96065898	2.608958071
2478584236041379705	2478534221147210824	10082	TERTIARY	NONE	57.70826796	11.96063276	2.757547811
2478584236041379705	2478534221147210824	10083	TERTIARY	NONE	57.70824134	11.96061585	2.772827357
2478584236041379705	2478534221147210824	10084	TERTIARY	NONE	57.70822626	11.96060627	2.746304817
2478584236041379705	2478534221147210824	10085	TERTIARY	NONE	57.70822246	11.96060385	2.583988533
2478584236041379705	2478534221147210824	10086	TERTIARY	NONE	57.70822721	11.96060688	2.49891464
2478584236041379705	2478534221147210824	10087	TERTIARY	NONE	57.70822721	11.96060688	2.49891464
2478584236041379705	2478534221147210824	10088	TERTIARY	NONE	57.70822327	11.96060437	2.865569224
2478584236041379705	2478534221147210824	10089	TERTIARY	NONE	57.70822531	11.96060567	2.993638699
2478584236041379705	2478534221147210824	10090	TERTIARY	NONE	57.70822734	11.96060696	3.121708163
2478584236041379705	2478534221147210824	10091	TERTIARY	NONE	57.70822707	11.96060679	3.027885485
2478584236041379705	2478534221147210824	10092	TERTIARY	NONE	57.70822843	11.96060765	3.497167826
2478584236041379705	2478534221147210824	10093	TERTIARY	NONE	57.70822775	11.96060721	3.838380737
2478584236041379705	2478534221147210824	10094	TERTIARY	NONE	57.70822924	11.96060816	3.778748494
2478584236041379705	2478534221147210824	10095	TERTIARY	NONE	57.70822706	11.96060678	4.179593677
2478584236041379705	2478534221147210824	10096	TERTIARY	NONE	57.70822611	11.96060618	4.426891866
2478584236041379705	2478534221147210824	10097	TERTIARY	NONE	57.70822584	11.960606	4.33301286
2478584236041379705	2478534221147210824	10098	TERTIARY	NONE	57.70822584	11.960606	4.33301286
2478584236041379705	2478534221147210824	10099	TERTIARY	NONE	57.70822638	11.96060635	4.520770872
2478584236041379705	2478534221147210824	10100	TERTIARY	NONE	57.70822638	11.96060635	4.520770872
2478584236041379705	2478534221147210824	10101	TERTIARY	NONE	57.70822693	11.96060669	4.708472569
2478584236041379705	2478534221147210824	10102	TERTIARY	NONE	57.70822611	11.96060618	4.426891866
2478584236041379705	2478534221147210824	10103	TERTIARY	NONE	57.7082128	11.96059772	4.434560355
2478584236041379705	2478534221147210824	10104	TERTIARY	NONE	57.70817841	11.96057691	4.543380661
2478584236041379705	2478534221147210824	10105	TERTIARY	NONE	57.70813281	11.96055893	4.218048107
2478584236041379705	2478534221147210824	10106	TERTIARY	NONE	57.70808188	11.96053885	3.71646863
2478584236041379705	2478534221147210824	10107	TERTIARY	NONE	57.70803016	11.96051667	3.357672463
2478584236041379705	2478534221147210824	10108	TERTIARY	NONE	57.7079859	11.96049744	2.903964921
2478584236041379705	2478534221147210824	10109	TERTIARY	NONE	57.70794382	11.96047914	2.697899993
2478584236041379705	2478534221147210824	10110	TERTIARY	NONE	57.707912	11.96045954	4.616294124
2478528397171556863	2478534221147210824	10111	TERTIARY	NONE	57.7078718	11.9604296	9.569122121
2478530299842076629	2478528397171556863	10112	TERTIARY	NONE	57.70775516	11.96069792	9.873570329
2478530299842076629	2478528397171556863	10113	TERTIARY	NONE	57.70776096	11.96079801	7.170702436
2478530299842076629	2478528397171556863	10114	TERTIARY	NONE	57.7077666	11.96089515	4.673609542
2478530299842076629	2478528397171556863	10115	TERTIARY	NONE	57.70777143	11.96097846	2.826137578
2478530299842076629	2478528397171556863	10116	TERTIARY	NONE	57.70777496	11.96103936	0.564505419
2478530299842076629	2478528397171556863	10117	TERTIARY	NONE	57.7077769	11.96107287	3.012321106
2478530299842076629	2478522736404667520	10118	TERTIARY	NONE	57.70770664	11.96109765	0.775454346
2478530299842076629	2478522736404667520	10119	TERTIARY	NONE	57.70765385	11.96107284	0.234771689
2478522736404667520	2478500956625507275	10120	TERTIARY	NONE	57.707591	11.96104371	0.486103041
2478522736404667520	2478500956625507275	10121	TERTIARY	NONE	57.70751576	11.96101064	1.182783346
2478522736404667520	2478500956625507275	10122	TERTIARY	NONE	57.70743321	11.96097435	0.752231761
2478522736404667520	2478500956625507275	10123	TERTIARY	NONE	57.7073479	11.96093685	0.599527898
2478522736404667520	2478500956625507275	10124	TERTIARY	NONE	57.70726377	11.96089987	0.211429252
2478522736404667520	2478500956625507275	10125	TERTIARY	NONE	57.70718082	11.96086341	0.412098113
2478500956625507275	2478474555461535133	10126	TERTIARY	NONE	57.7070973	11.9608267	1.286781316
2478500956625507275	2478474555461535133	10127	TERTIARY	NONE	57.70701753	11.96077281	0.809950297
2478500956625507275	2478474555461535133	10128	TERTIARY	NONE	57.70694083	11.960721	0.273687667
2478500956625507275	2478474555461535133	10129	TERTIARY	NONE	57.70686532	11.96066998	0.106363276
2478500956625507275	2478474555461535133	10130	TERTIARY	NONE	57.70686532	11.96066998	0.106363276
2478500956625507275	2478474555461535133	10131	TERTIARY	NONE	57.70673858	11.96058972	0.837434567
2478500956625507275	2478474555461535133	10132	TERTIARY	NONE	57.70669676	11.96056913	0.770980147
2478500956625507275	2478474555461535133	10133	TERTIARY	NONE	57.70666829	11.96055511	0.710497979
2478500956625507275	2478474555461535133	10134	TERTIARY	NONE	57.70663782	11.96054011	0.505484314
2478500956625507275	2478474555461535133	10135	TERTIARY	NONE	57.70660623	11.96052456	0.53937512
2478500956625507275	2478474555461535133	10136	TERTIARY	NONE	57.70657754	11.96051044	0.382983495
2478500956625507275	2478474555461535133	10137	TERTIARY	NONE	57.70655085	11.9604973	0.371180907
2478500956625507275	2478474555461535133	10138	TERTIARY	NONE	57.70652369	11.96048393	0.885840686
2478500956625507275	2478474555461535133	10139	TERTIARY	NONE	57.70650031	11.96047242	1.593713187
2478500956625507275	2478474555461535133	10140	TERTIARY	NONE	57.7064826	11.9604637	3.070681178
2478474555461535133	2478460051357000241	10141	TERTIARY	NONE	57.70645561	11.96054488	0.576200054
2478474555461535133	2478460051357000241	10142	TERTIARY	NONE	57.70644703	11.96058858	0.043460251
2478474555461535133	2478460051357000241	10143	TERTIARY	NONE	57.70643822	11.96063545	0.379409297
2478474555461535133	2478460051357000241	10144	TERTIARY	NONE	57.70642874	11.9606858	0.441760766
2478474555461535133	2478460051357000241	10145	TERTIARY	NONE	57.70642029	11.96073072	0.427748279
2478474555461535133	2478460051357000241	10146	TERTIARY	NONE	57.706415	11.96075886	0.393028551
